main_set,subset,year,card_number,card_name
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-2,Vision
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-20,Starfox
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-21,Hulk
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-22,Mockingbird
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-23,Spectrum
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-24,Beast
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-25,Machine Man
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-26,Yellowjacket
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-27,Ghost Rider
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-28,Nova
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-29,Ms. Marvel
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-3,Captain America
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-31,She-Hulk
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-32,Wolverine
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-33,Doctor Strange
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-34,Luke Cage
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-35,Kate Bishop
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-36,War Machine
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-37,Red Hulk
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-38,Justice
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-39,Spider-Woman
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-4,Black Panther
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-40,Protector
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-41,Doctor Voodoo
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-42,Jessica Jones
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-44,Blue Marvel
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-45,Stature
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-46,Ronin
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-47,Sentry
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-48,Captain Marvel
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-49,White Tiger
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-5,Spider-Man
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-50,Mighty Thor
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-6,Thor
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-7,Wasp
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-8,Namor
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple,2024,R-9,Black Knight
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-1,Scarlet Witch
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-13,Iron Fist
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-14,Arachne
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-15,Quasar
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-16,Captain Britain
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-17,Black Widow
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-18,Iron Man
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-19,Quicksilver
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-2,Vision
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-20,Starfox
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-22,Mockingbird
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-23,Spectrum
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-24,Beast
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-25,Machine Man
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-26,Yellowjacket
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-27,Ghost Rider
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-28,Nova
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-29,Ms. Marvel
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-3,Captain America
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-30,Blade
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-32,Wolverine
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-33,Doctor Strange
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-34,Luke Cage
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-35,Kate Bishop
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-37,Red Hulk
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-38,Justice
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-39,Spider-Woman
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-4,Black Panther
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-40,Protector
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-41,Doctor Voodoo
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-42,Jessica Jones
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-43,Moon Knight
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-44,Blue Marvel
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-45,Stature
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-46,Ronin
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-47,Sentry
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-48,Captain Marvel
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-49,White Tiger
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-50,Mighty Thor
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-6,Thor
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-7,Wasp
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-8,Namor
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,2024,R-9,Black Knight
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-1,Scarlet WitchPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-10,Ant-ManPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-11,HerculesPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-12,Wonder ManPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-13,Iron FistPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-14,ArachnePR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-15,QuasarPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-16,Captain BritainPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-17,Black WidowPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-18,Iron ManPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-19,QuicksilverPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-2,VisionPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-20,StarfoxPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-21,HulkPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-22,MockingbirdPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-23,SpectrumPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-24,BeastPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-25,Machine ManPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-26,YellowjacketPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-27,Ghost RiderPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-28,NovaPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-29,Ms. MarvelPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-3,Captain AmericaPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-30,BladePR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-31,She-HulkPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-32,WolverinePR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-33,Doctor StrangePR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-34,Luke CagePR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-35,Kate BishopPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-36,War MachinePR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-37,Red HulkPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-38,JusticePR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-39,Spider-WomanPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-4,Black PantherPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-40,ProtectorPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-41,Doctor VoodooPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-42,Jessica JonesPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-43,Moon KnightPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-44,Blue MarvelPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-45,StaturePR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-46,RoninPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-47,SentryPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-48,Captain MarvelPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-49,White TigerPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-5,Spider-ManPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-50,Mighty ThorPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-6,ThorPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-7,WaspPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-8,NamorPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro Spectrum Achievements,2024,R-9,Black KnightPR50
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-1,Scarlet WitchPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-10,Ant-ManPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-11,HerculesPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-12,Wonder ManPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-13,Iron FistPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-14,ArachnePR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-15,QuasarPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-16,Captain BritainPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-17,Black WidowPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-18,Iron ManPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-19,QuicksilverPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-2,VisionPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-20,StarfoxPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-21,HulkPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-22,MockingbirdPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-23,SpectrumPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-24,BeastPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-25,Machine ManPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-26,YellowjacketPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-27,Ghost RiderPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-28,NovaPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-29,Ms. MarvelPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-3,Captain AmericaPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-30,BladePR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-31,She-HulkPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-32,WolverinePR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-33,Doctor StrangePR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-34,Luke CagePR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-35,Kate BishopPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-36,War MachinePR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-37,Red HulkPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-38,JusticePR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-39,Spider-WomanPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-4,Black PantherPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-40,ProtectorPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-41,Doctor VoodooPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-42,Jessica JonesPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-43,Moon KnightPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-44,Blue MarvelPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-45,StaturePR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-46,RoninPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-47,SentryPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-48,Captain MarvelPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-49,White TigerPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-5,Spider-ManPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-50,Mighty ThorPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-6,ThorPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-7,WaspPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-8,NamorPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,2024,R-9,Black KnightPR90
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Sketch Cards,2024,NNO,Aaron ShirleySKH
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,1,Wasp
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,2,Klaw
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,3,Blizzard
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,4,Luke Cage
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,5,Quicksilver
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,6,Ant-Man
