Main Set,Sub Set,Card Number,Card Name,Is Insert
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-LP,Lucio Parrillo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-MI,Marc Silvestri ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-MM,Mike McKone ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-MS,Mark Brooks ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-MW,Mike Mayhew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-MY,Mark Bagley ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-MZ,Mike Zeck ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-PP,Paul Pelletier ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-RB,Ryan Brown ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-RS,Ryan Stegman ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-SE,Steve Epting ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-SM,Steve McNiven ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-SW,Scott Williams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Purple,CB-WP,Whilce Portacio ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-AA,Arthur Adams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-ADI,Adi Granov ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-AK,Adam Kubert ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-AZ,Ariel Diaz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-BZ,Bill Sienkiewicz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-DC,Derrick Chew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-EM,Ed McGuinness ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-EMG,E.M. Gist ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-ER,Esad Ribić ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-FM,Frank Miller ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-GC,Greg Capullo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-GH,Greg Horn ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-IL,InHyuk Lee ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-JA,Joshua Cassara ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-JC,Jim Cheung ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-LP,Lucio Parrillo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-MI,Marc Silvestri ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-MM,Mike McKone ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-MS,Mark Brooks ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-MW,Mike Mayhew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-MY,Mark Bagley ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-MZ,Mike Zeck ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-PP,Paul Pelletier ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-RB,Ryan Brown ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-RS,Ryan Stegman ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-SE,Steve Epting ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-SM,Steve McNiven ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-SW,Scott Williams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Gold,CB-WP,Whilce Portacio ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-AA,Arthur Adams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-ADI,Adi Granov ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-AK,Adam Kubert ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-AZ,Ariel Diaz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-BZ,Bill Sienkiewicz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-DC,Derrick Chew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-EM,Ed McGuinness ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-EMG,E.M. Gist ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-ER,Esad Ribić ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-FM,Frank Miller ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-GC,Greg Capullo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-GH,Greg Horn ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-IL,InHyuk Lee ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-JA,Joshua Cassara ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-JC,Jim Cheung ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-LP,Lucio Parrillo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-MI,Marc Silvestri ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-MM,Mike McKone ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-MS,Mark Brooks ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-MW,Mike Mayhew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-MY,Mark Bagley ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-MZ,Mike Zeck ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-PP,Paul Pelletier ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-RB,Ryan Brown ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-RS,Ryan Stegman ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-SE,Steve Epting ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-SM,Steve McNiven ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-SW,Scott Williams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Orange,CB-WP,Whilce Portacio ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-AA,Arthur Adams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-ADI,Adi Granov ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-AK,Adam Kubert ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-AZ,Ariel Diaz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-BZ,Bill Sienkiewicz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-DC,Derrick Chew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-EM,Ed McGuinness ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-EMG,E.M. Gist ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-ER,Esad Ribić ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-FM,Frank Miller ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-GC,Greg Capullo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-GH,Greg Horn ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-IL,InHyuk Lee ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-JA,Joshua Cassara ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-JC,Jim Cheung ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-LP,Lucio Parrillo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-MI,Marc Silvestri ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-MM,Mike McKone ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-MS,Mark Brooks ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-MW,Mike Mayhew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-MY,Mark Bagley ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-MZ,Mike Zeck ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-PP,Paul Pelletier ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-RB,Ryan Brown ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-RS,Ryan Stegman ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-SE,Steve Epting ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-SM,Steve McNiven ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-SW,Scott Williams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Black,CB-WP,Whilce Portacio ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-AA,Arthur Adams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-ADI,Adi Granov ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-AK,Adam Kubert ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-AZ,Ariel Diaz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-BZ,Bill Sienkiewicz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-DC,Derrick Chew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-EM,Ed McGuinness ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-EMG,E.M. Gist ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-ER,Esad Ribić ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-FM,Frank Miller ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-GC,Greg Capullo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-GH,Greg Horn ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-IL,InHyuk Lee ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-JA,Joshua Cassara ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-JC,Jim Cheung ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-LP,Lucio Parrillo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-MI,Marc Silvestri ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-MM,Mike McKone ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-MS,Mark Brooks ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-MW,Mike Mayhew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-MY,Mark Bagley ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-MZ,Mike Zeck ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-PP,Paul Pelletier ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-RB,Ryan Brown ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-RS,Ryan Stegman ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-SE,Steve Epting ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-SM,Steve McNiven ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-SW,Scott Williams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - Red,CB-WP,Whilce Portacio ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-AA,Arthur Adams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-ADI,Adi Granov ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-AK,Adam Kubert ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-AZ,Ariel Diaz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-BZ,Bill Sienkiewicz ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-DC,Derrick Chew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-EM,Ed McGuinness ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-EMG,E.M. Gist ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-ER,Esad Ribić ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-FM,Frank Miller ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-GC,Greg Capullo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-GH,Greg Horn ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-IL,InHyuk Lee ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-JA,Joshua Cassara ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-JC,Jim Cheung ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-LP,Lucio Parrillo ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-MI,Marc Silvestri ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-MM,Mike McKone ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-MS,Mark Brooks ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-MW,Mike Mayhew ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-MY,Mark Bagley ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-MZ,Mike Zeck ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-PP,Paul Pelletier ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-RB,Ryan Brown ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-RS,Ryan Stegman ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-SE,Steve Epting ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-SM,Steve McNiven ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-SW,Scott Williams ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Comic Book Artist Autographs - SuperFractor,CB-WP,Whilce Portacio ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-01,Pedro Pascal as Mister Fantastic  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-02,Vanessa Kirby as Invisible Woman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-03,Ebon Moss-Bachrach as The Thing  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-04,Joseph Quinn as Human Torch  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-05,Ralph Ineson as Galactus  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-06,Natasha Lyonne as Rachel Rozman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-07,Matthew Wood as H.E.R.B.I.E.  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-08,Sarah Niles as Lynne Nichols  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-09,Paul Walter Hauser as Mole Man  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-11,Rebecca Staab as Carolyn Haynes  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-12,Jay Underwood as Powerplant Worker #1 ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs,FS-13,Michael Bailey Smith as Powerplant Worker #2,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-01,Pedro Pascal as Mister Fantastic  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-02,Vanessa Kirby as Invisible Woman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-03,Ebon Moss-Bachrach as The Thing  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-04,Joseph Quinn as Human Torch  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-05,Ralph Ineson as Galactus  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-06,Natasha Lyonne as Rachel Rozman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-07,Matthew Wood as H.E.R.B.I.E.  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-08,Sarah Niles as Lynne Nichols  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-09,Paul Walter Hauser as Mole Man  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-11,Rebecca Staab as Carolyn Haynes  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-12,Jay Underwood as Powerplant Worker #1 ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Orange,FS-13,Michael Bailey Smith as Powerplant Worker #2,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-01,Pedro Pascal as Mister Fantastic  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-02,Vanessa Kirby as Invisible Woman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-03,Ebon Moss-Bachrach as The Thing  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-04,Joseph Quinn as Human Torch  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-05,Ralph Ineson as Galactus  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-06,Natasha Lyonne as Rachel Rozman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-07,Matthew Wood as H.E.R.B.I.E.  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-08,Sarah Niles as Lynne Nichols  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-09,Paul Walter Hauser as Mole Man  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-11,Rebecca Staab as Carolyn Haynes  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-12,Jay Underwood as Powerplant Worker #1 ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Black,FS-13,Michael Bailey Smith as Powerplant Worker #2,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-01,Pedro Pascal as Mister Fantastic  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-02,Vanessa Kirby as Invisible Woman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-03,Ebon Moss-Bachrach as The Thing  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-04,Joseph Quinn as Human Torch  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-05,Ralph Ineson as Galactus  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-06,Natasha Lyonne as Rachel Rozman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-07,Matthew Wood as H.E.R.B.I.E.  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-08,Sarah Niles as Lynne Nichols  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-09,Paul Walter Hauser as Mole Man  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-11,Rebecca Staab as Carolyn Haynes  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-12,Jay Underwood as Powerplant Worker #1 ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - Red,FS-13,Michael Bailey Smith as Powerplant Worker #2,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-01,Pedro Pascal as Mister Fantastic  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-02,Vanessa Kirby as Invisible Woman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-03,Ebon Moss-Bachrach as The Thing  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-04,Joseph Quinn as Human Torch  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-05,Ralph Ineson as Galactus  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-06,Natasha Lyonne as Rachel Rozman  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-07,Matthew Wood as H.E.R.B.I.E.  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-08,Sarah Niles as Lynne Nichols  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-09,Paul Walter Hauser as Mole Man  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-11,Rebecca Staab as Carolyn Haynes  ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-12,Jay Underwood as Powerplant Worker #1 ,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Fantastic Science Autographs - SuperFractor,FS-13,Michael Bailey Smith as Powerplant Worker #2,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Dual Autographs,DA-AR,Alex Hyde-White as William Russell Rebecca Staab as Carolyn Haynes,TRUE
2026 Topps Fantastic Four: 65th Anniversary,Dual Autographs,DA-JM,Jay Underwood as Powerplant Worker #1 Michael Bailey Smith as Powerplant,TRUE
